D0309 17:12:43.991279456   21026 ev_posix.cc:172]            Using polling engine: epollex
I0309 17:12:44.089929287   21026 timer_generic.cc:518]         .. shard[14]: heap_empty=true
I0309 17:12:44.089966648   21026 timer_generic.cc:489]         .. shard[14]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.090004269   21026 timer_generic.cc:563]         .. shard[14] popped 0
I0309 17:12:44.090040570   21026 timer_generic.cc:622]         .. result --> 2, shard[14]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.090083701   21026 timer_generic.cc:518]         .. shard[13]: heap_empty=true
I0309 17:12:44.090126863   21026 timer_generic.cc:489]         .. shard[13]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.090163754   21026 timer_generic.cc:563]         .. shard[13] popped 0
I0309 17:12:44.090199655   21026 timer_generic.cc:622]         .. result --> 2, shard[13]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.090237426   21026 timer_generic.cc:518]         .. shard[12]: heap_empty=true
I0309 17:12:44.090274907   21026 timer_generic.cc:489]         .. shard[12]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.090313518   21026 timer_generic.cc:563]         .. shard[12] popped 0
I0309 17:12:44.090350229   21026 timer_generic.cc:622]         .. result --> 2, shard[12]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.090396251   21026 timer_generic.cc:518]         .. shard[11]: heap_empty=true
I0309 17:12:44.090434642   21026 timer_generic.cc:489]         .. shard[11]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.090471443   21026 timer_generic.cc:563]         .. shard[11] popped 0
I0309 17:12:44.090508304   21026 timer_generic.cc:622]         .. result --> 2, shard[11]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.090546645   21026 timer_generic.cc:518]         .. shard[10]: heap_empty=true
I0309 17:12:44.090584206   21026 timer_generic.cc:489]         .. shard[10]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.090620757   21026 timer_generic.cc:563]         .. shard[10] popped 0
I0309 17:12:44.090655798   21026 timer_generic.cc:622]         .. result --> 2, shard[10]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.090693939   21026 timer_generic.cc:518]         .. shard[9]: heap_empty=true
I0309 17:12:44.090736161   21026 timer_generic.cc:489]         .. shard[9]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.090774152   21026 timer_generic.cc:563]         .. shard[9] popped 0
I0309 17:12:44.090810463   21026 timer_generic.cc:622]         .. result --> 2, shard[9]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.090854294   21026 timer_generic.cc:518]         .. shard[8]: heap_empty=true
I0309 17:12:44.090892965   21026 timer_generic.cc:489]         .. shard[8]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.090930906   21026 timer_generic.cc:563]         .. shard[8] popped 0
I0309 17:12:44.090967567   21026 timer_generic.cc:622]         .. result --> 2, shard[8]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.091006748   21026 timer_generic.cc:518]         .. shard[7]: heap_empty=true
I0309 17:12:44.091044239   21026 timer_generic.cc:489]         .. shard[7]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.091081101   21026 timer_generic.cc:563]         .. shard[7] popped 0
I0309 17:12:44.091116542   21026 timer_generic.cc:622]         .. result --> 2, shard[7]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.091154823   21026 timer_generic.cc:518]         .. shard[6]: heap_empty=true
I0309 17:12:44.091192104   21026 timer_generic.cc:489]         .. shard[6]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.091229155   21026 timer_generic.cc:563]         .. shard[6] popped 0
I0309 17:12:44.091264836   21026 timer_generic.cc:622]         .. result --> 2, shard[6]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.091303067   21026 timer_generic.cc:518]         .. shard[5]: heap_empty=true
I0309 17:12:44.091345708   21026 timer_generic.cc:489]         .. shard[5]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.091390580   21026 timer_generic.cc:563]         .. shard[5] popped 0
I0309 17:12:44.091429411   21026 timer_generic.cc:622]         .. result --> 2, shard[5]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.091468012   21026 timer_generic.cc:518]         .. shard[4]: heap_empty=true
I0309 17:12:44.091505983   21026 timer_generic.cc:489]         .. shard[4]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.091542934   21026 timer_generic.cc:563]         .. shard[4] popped 0
I0309 17:12:44.091579465   21026 timer_generic.cc:622]         .. result --> 2, shard[4]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.091617426   21026 timer_generic.cc:518]         .. shard[3]: heap_empty=true
I0309 17:12:44.091655037   21026 timer_generic.cc:489]         .. shard[3]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.091692598   21026 timer_generic.cc:563]         .. shard[3] popped 0
I0309 17:12:44.091727679   21026 timer_generic.cc:622]         .. result --> 2, shard[3]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.091764701   21026 timer_generic.cc:518]         .. shard[2]: heap_empty=true
I0309 17:12:44.091802112   21026 timer_generic.cc:489]         .. shard[2]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.091839993   21026 timer_generic.cc:563]         .. shard[2] popped 0
I0309 17:12:44.091876864   21026 timer_generic.cc:622]         .. result --> 2, shard[2]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.091914665   21026 timer_generic.cc:518]         .. shard[1]: heap_empty=true
I0309 17:12:44.091957676   21026 timer_generic.cc:489]         .. shard[1]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.091994877   21026 timer_generic.cc:563]         .. shard[1] popped 0
I0309 17:12:44.092029768   21026 timer_generic.cc:622]         .. result --> 2, shard[1]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.092066309   21026 timer_generic.cc:518]         .. shard[0]: heap_empty=true
I0309 17:12:44.092103950   21026 timer_generic.cc:489]         .. shard[0]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.092141672   21026 timer_generic.cc:563]         .. shard[0] popped 0
I0309 17:12:44.092177813   21026 timer_generic.cc:622]         .. result --> 2, shard[0]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
D0309 17:12:44.092219164   21026 error.cc:352]               0x921cd0: 2 -> 1 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:663]
D0309 17:12:44.092389369   21026 exec_ctx.cc:34]             running closure 0x920560: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:894]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:556]
D0309 17:12:44.092437990   21026 error.cc:508]               0x9185c0 create [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:905]
D0309 17:12:44.092477551   21026 error.cc:304]               0x921cd0: 1 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.cc:531]
D0309 17:12:44.092514102   21026 error.cc:352]               0x9185c0: 1 -> 0 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:921]
D0309 17:12:44.092550754   21026 error.cc:352]               0x921cd0: 2 -> 1 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.cc:323]
I0309 17:12:44.092587895   21026 dual_ref_counted.h:176]     Subchannel:0x920180 weak_unref 1 -> 0 (refs=0)
I0309 17:12:44.092631816   21026 ref_counted.h:165]          SubchannelPoolInterface:0x916918 unref 3 -> 2
I0309 17:12:44.092676547   21026 ref_counted.h:182]          security_connector_refcount:0x91f3a8 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:80 unref 2 -> 1 connector_arg_destroy
I0309 17:12:44.092714148   21026 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x91f340)
I0309 17:12:44.092790290   21026 ref_counted.h:182]          security_connector_refcount:0x91f3a8 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:80 unref 1 -> 0 connector_arg_destroy
I0309 17:12:44.092846202   21026 ref_counted.h:165]          SubchannelPoolInterface:0x916918 unref 2 -> 1
D0309 17:12:44.092887663   21026 error.cc:352]               0x921cd0: 1 -> 0 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.092924574   21026 exec_ctx.cc:54]             closure 0x920560 finished
I0309 17:12:44.092960875   21026 executor.cc:405]            EXECUTOR Executor::ShutdownAll() enter
I0309 17:12:44.092998097   21026 executor.cc:150]            EXECUTOR (default-executor) SetThreading(0) begin
I0309 17:12:44.093044358   21028 executor.cc:242]            EXECUTOR (default-executor) [0]: shutdown
I0309 17:12:44.093205833   21026 executor.cc:196]            EXECUTOR (default-executor) Thread 1 of 1 joined
I0309 17:12:44.093296675   21026 executor.cc:217]            EXECUTOR (default-executor) SetThreading(0) done
I0309 17:12:44.093336976   21026 executor.cc:150]            EXECUTOR (resolver-executor) SetThreading(0) begin
I0309 17:12:44.093396208   21029 executor.cc:242]            EXECUTOR (resolver-executor) [0]: shutdown
I0309 17:12:44.093543592   21026 executor.cc:196]            EXECUTOR (resolver-executor) Thread 1 of 1 joined
I0309 17:12:44.093628105   21026 executor.cc:217]            EXECUTOR (resolver-executor) SetThreading(0) done
I0309 17:12:44.093665716   21026 executor.cc:434]            EXECUTOR Executor::ShutdownAll() done
I0309 17:12:44.093715417   21026 ev_epollex_linux.cc:147]    (fd-trace) pollable_unref: Closing epfd: 3
